id,last_scraped,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathrooms_text,beds,price,minimum_nights,host_is_superhost,instant_bookable,number_of_reviews,review_scores_rating,availability_365,calculated_host_listings_count
13188,2023-12-14,Riley Park,49.24773,-123.10509,Entire home/apt,4,1 bath,2,$150.00,2,FALSE,TRUE,283,4.84,0,1
13221,2023-12-14,Riley Park,49.25489,-123.09708,Entire home/apt,4,1 bath,2,$120.00,31,FALSE,FALSE,15,4.73,363,1
13358,2023-12-14,Downtown,49.28117370605469,-123.1259307861328,Entire home/apt,2,1 bath,1,$165.00,1,FALSE,FALSE,493,4.68,0,1
13490,2023-12-13,Kensington-Cedar Cottage,49.25622,-123.06607,Entire home/apt,2,1 bath,1,$150.00,30,TRUE,FALSE,101,4.93,92,1
14267,2023-12-13,Kensington-Cedar Cottage,49.24922,-123.08139,Entire home/apt,4,1 bath,2,$150.00,3,FALSE,TRUE,33,4.76,17,1
16254,2023-12-14,Hastings-Sunrise,49.27721,-123.04086,Entire home/apt,4,1 bath,3,$800.00,5,FALSE,FALSE,7,4.57,0,1
16611,2023-12-14,Grandview-Woodland,49.26339,-123.07145,Entire home/apt,6,1 bath,4,$100.00,365,FALSE,FALSE,3,4,89,5
17765,2023-12-14,Mount Pleasant,49.26132,-123.10845,Entire home/apt,2,1 bath,1,NA,5,FALSE,FALSE,203,4.6,0,1
18024,2023-12-14,Kensington-Cedar Cottage,49.24781,-123.07241,Private room,6,1 private bath,3,NA,30,FALSE,FALSE,0,NA,0,1
18270,2023-12-14,Mount Pleasant,49.26557,-123.096,Private room,2,1 shared bath,1,$51.00,30,FALSE,FALSE,118,4.54,234,1
18589,2023-12-14,Grandview-Woodland,49.27569,-123.07057,Private room,2,1 private bath,1,$99.00,1,TRUE,FALSE,514,4.98,0,1
18795,2023-12-14,West End,49.28299,-123.13008,Private room,2,1 private bath,1,$75.00,30,FALSE,FALSE,131,4.56,339,4
19621,2023-12-14,Downtown,49.27323,-123.12032,Entire home/apt,3,2 baths,2,$250.00,30,FALSE,FALSE,2,4,130,2
20085,2023-12-14,Kensington-Cedar Cottage,49.25636,-123.08636,Entire home/apt,3,1 bath,2,$99.00,30,FALSE,FALSE,78,4.8,357,1
21912,2023-12-13,Renfrew-Collingwood,49.23361,-123.05283,Private room,1,1 private bath,1,$70.00,30,TRUE,FALSE,398,4.72,137,4
21913,2023-12-14,Renfrew-Collingwood,49.23442,-123.05307,Entire home/apt,2,1 bath,1,$72.00,30,TRUE,FALSE,233,4.75,135,4
24273,2023-12-13,Kitsilano,49.26216,-123.1715,Entire home/apt,6,1 bath,3,$150.00,30,FALSE,FALSE,17,5,242,2
26047,2023-12-14,Downtown,49.28086,-123.12375,Entire home/apt,2,1 bath,2,$169.00,30,TRUE,FALSE,44,4.75,97,4
33150,2023-12-13,Riley Park,49.24677,-123.1048,Entire home/apt,3,1 bath,2,$125.00,4,TRUE,FALSE,129,4.97,299,1
35304,2023-12-13,Grandview-Woodland,49.2729,-123.06973,Entire home/apt,2,1 bath,1,$99.00,3,TRUE,FALSE,586,4.76,279,1
42645,2023-12-14,Downtown,49.28036,-123.1234,Entire home/apt,3,1 bath,2,$169.00,30,TRUE,TRUE,33,4.79,151,4
49736,2023-12-14,Kitsilano,49.26778,-123.14674,Entire home/apt,2,1 bath,1,NA,31,FALSE,FALSE,9,4.89,0,1
70453,2023-12-13,Downtown Eastside,49.27836,-123.08716,Entire home/apt,4,1.5 baths,2,$391.00,3,TRUE,FALSE,37,4.95,4,3
73841,2023-12-13,Downtown,49.27591,-123.12359,Entire home/apt,3,1 bath,1,$139.00,30,FALSE,FALSE,23,4.74,85,1
77157,2023-12-14,Arbutus Ridge,49.2452,-123.16544,Entire home/apt,3,1 bath,3,$125.00,2,TRUE,FALSE,771,4.82,290,2
98830,2023-12-14,Downtown,49.27936,-123.12443,Entire home/apt,2,1 bath,1,NA,28,TRUE,TRUE,271,4.88,0,1
125176,2023-12-14,Riley Park,49.24615,-123.09462,Private room,3,1 private bath,2,$90.00,3,FALSE,FALSE,662,4.67,7,1
134688,2023-12-13,Renfrew-Collingwood,49.24356,-123.04757,Private room,1,1 shared bath,1,$90.00,30,FALSE,TRUE,44,4.6,269,5
140698,2023-12-14,Mount Pleasant,49.26262921288303,-123.1044384134911,Private room,3,1 private bath,2,$125.00,5,TRUE,FALSE,164,4.86,0,1
172827,2023-12-14,Downtown,49.28034,-123.12648,Entire home/apt,4,2 baths,2,NA,10,FALSE,FALSE,7,4.86,0,1
182451,2023-12-14,Kitsilano,49.25808,-123.16824,Entire home/apt,4,1 bath,1,$131.00,30,FALSE,FALSE,58,4.88,129,1
196722,2023-12-14,Grandview-Woodland,49.2634,-123.0712,Entire home/apt,6,3.5 baths,4,NA,7,FALSE,FALSE,13,4.38,0,1
219261,2023-12-13,Kitsilano,49.2719,-123.15043,Entire home/apt,4,1 bath,2,$123.00,30,TRUE,FALSE,256,4.6,314,3
248014,2023-12-13,Grandview-Woodland,49.29103,-123.05782,Entire home/apt,3,1 bath,2,$100.00,30,FALSE,FALSE,1,5,218,1
254657,2023-12-14,Downtown Eastside,49.28375,-123.10383,Entire home/apt,2,1 bath,1,$298.00,3,TRUE,FALSE,95,4.93,34,1
256178,2023-12-14,Kitsilano,49.26293,-123.17143,Entire home/apt,7,1 bath,4,$145.00,30,FALSE,FALSE,24,5,0,2
257163,2023-12-13,Kensington-Cedar Cottage,49.23841,-123.0651,Private room,4,1.5 baths,2,$65.00,14,FALSE,FALSE,42,4.88,72,1
311354,2023-12-14,Grandview-Woodland,49.26328,-123.07086,Entire home/apt,7,2 baths,3,$100.00,365,FALSE,FALSE,6,4,89,5
322824,2023-12-14,Downtown,49.27608,-123.12452,Entire home/apt,2,1 bath,1,$145.00,30,TRUE,FALSE,156,4.89,95,2
323090,2023-12-14,Downtown,49.28244,-123.12293,Entire home/apt,2,1 bath,1,$168.00,30,TRUE,FALSE,72,4.77,0,2
359942,2023-12-13,Downtown,49.27634,-123.11825,Private room,2,1 shared bath,1,$255.00,30,TRUE,FALSE,46,4.86,364,5
377706,2023-12-14,Grandview-Woodland,49.27799,-123.07101,Private room,1,1 private bath,1,NA,30,FALSE,FALSE,58,4.69,0,1
415700,2023-12-14,Renfrew-Collingwood,49.2332,-123.0551,Private room,1,1 private bath,1,$71.00,30,TRUE,FALSE,259,4.75,132,4
436032,2023-12-14,Downtown Eastside,49.28211,-123.10453,Entire home/apt,4,1 bath,2,$285.00,3,TRUE,FALSE,154,4.83,327,1
448104,2023-12-14,Downtown,49.28063,-123.12502,Entire home/apt,2,1 bath,1,$158.00,30,TRUE,FALSE,269,4.88,91,2
461370,2023-12-13,Killarney,49.22834,-123.03047,Private room,2,1 private bath,1,$153.00,2,TRUE,FALSE,51,4.67,365,5
461386,2023-12-13,Killarney,49.23034,-123.02971,Private room,2,1 private bath,1,$153.00,2,TRUE,FALSE,44,4.45,363,5
464172,2023-12-13,Hastings-Sunrise,49.284812927246094,-123.05479431152344,Entire home/apt,4,1 bath,2,$108.00,1,TRUE,FALSE,14,4.86,154,1
475296,2023-12-14,Downtown Eastside,49.28241,-123.10381,Entire home/apt,2,1.5 baths,1,"$1,000.00",2,TRUE,FALSE,226,4.85,0,1
496298,2023-12-14,Downtown,49.28062,-123.11815,Entire home/apt,3,1 bath,3,$127.00,31,TRUE,FALSE,165,4.92,129,1
498112,2023-12-14,Kensington-Cedar Cottage,49.25099,-123.07457,Entire home/apt,8,2 baths,4,$475.00,5,TRUE,FALSE,36,4.71,91,2
507767,2023-12-14,Downtown,49.27741,-123.12292,Entire home/apt,4,1 bath,1,$260.00,30,TRUE,FALSE,4,5,316,41
540348,2023-12-14,Kensington-Cedar Cottage,49.25759,-123.06393,Entire home/apt,6,1 bath,3,$486.00,1,TRUE,TRUE,92,4.92,347,1
557357,2023-12-13,Grandview-Woodland,49.27917,-123.06246,Entire home/apt,2,1 bath,1,$90.00,30,FALSE,FALSE,194,4.89,86,1
622217,2023-12-14,Downtown,49.27999,-123.1075,Entire home/apt,6,2 baths,3,$575.00,2,TRUE,FALSE,61,4.97,355,2
625396,2023-12-14,Kitsilano,49.270655316242745,-123.18291314738148,Entire home/apt,2,1 bath,2,$310.00,2,TRUE,FALSE,190,4.77,108,1
648026,2023-12-13,Grandview-Woodland,49.26775,-123.06862,Entire home/apt,2,1 bath,1,$88.00,30,TRUE,FALSE,66,4.88,49,1
654744,2023-12-14,West End,49.29178,-123.14175,Entire home/apt,4,2 baths,3,$150.00,30,FALSE,FALSE,75,4.74,166,1
654763,2023-12-13,Kensington-Cedar Cottage,49.2506,-123.07175,Entire home/apt,1,1 bath,1,$52.00,30,TRUE,FALSE,22,4.73,1,2
659986,2023-12-14,South Cambie,49.24413,-123.11955,Private room,2,1 private bath,1,$100.00,31,FALSE,FALSE,27,4.33,0,1
703179,2023-12-14,Downtown,49.27945,-123.10875,Entire home/apt,2,1 bath,1,NA,3,TRUE,FALSE,181,4.8,0,1
713271,2023-12-14,West End,49.28104,-123.13621,Entire home/apt,2,1 bath,1,$135.00,30,TRUE,FALSE,94,4.78,234,1
731219,2023-12-13,Kitsilano,49.26026,-123.18195,Entire home/apt,2,1 bath,2,$155.00,31,FALSE,FALSE,13,4.92,36,1
755558,2023-12-14,Kitsilano,49.25996,-123.16653,Entire home/apt,4,1 bath,2,NA,2,FALSE,FALSE,78,4.86,0,1
763445,2023-12-14,Renfrew-Collingwood,49.24438,-123.04453,Entire home/apt,2,1 bath,1,NA,3,TRUE,FALSE,237,4.78,0,1
771366,2023-12-14,Downtown,49.278350830078125,-123.1224136352539,Entire home/apt,2,1 bath,1,$240.00,30,TRUE,FALSE,10,5,341,41
771380,2023-12-14,Downtown,49.278350830078125,-123.1224136352539,Entire home/apt,6,2 baths,3,$385.00,30,TRUE,FALSE,11,4.73,365,41
784153,2023-12-13,Kitsilano,49.26186,-123.17438,Entire home/apt,2,1 bath,1,$83.00,31,TRUE,FALSE,62,4.78,270,3
785297,2023-12-14,Kitsilano,49.26355,-123.17326,Private room,2,1 private bath,1,$92.00,14,TRUE,FALSE,84,4.86,224,3
785752,2023-12-14,Kitsilano,49.26213,-123.17482,Entire home/apt,4,2 baths,3,$125.00,31,TRUE,FALSE,3,5,211,3
796603,2023-12-14,West End,49.28087,-123.13525,Shared room,1,1 shared bath,1,$30.00,30,FALSE,FALSE,0,NA,0,1
801222,2023-12-13,Fairview,49.25804,-123.12119,Entire home/apt,2,1 bath,1,$95.00,30,TRUE,FALSE,23,4.59,361,3
824612,2023-12-13,Hastings-Sunrise,49.28618,-123.05403,Entire home/apt,2,1 bath,1,$84.00,31,TRUE,FALSE,74,4.61,144,1
875309,2023-12-14,Kitsilano,49.27073,-123.16325,Entire home/apt,5,1.5 baths,2,NA,7,FALSE,FALSE,35,4.74,0,1
885600,2023-12-13,Dunbar Southlands,49.24803,-123.18517,Entire home/apt,2,1 bath,1,$140.00,3,TRUE,FALSE,275,4.92,180,1
961006,2023-12-14,Riley Park,49.23569,-123.10987,Entire home/apt,4,1 bath,2,NA,1,FALSE,TRUE,6,4.33,0,4
961831,2023-12-13,Kitsilano,49.26648,-123.15939,Private room,1,1 shared bath,1,$99.00,4,FALSE,FALSE,42,5,85,2
980511,2023-12-14,Downtown,49.27489,-123.12654,Entire home/apt,2,1 bath,1,NA,30,FALSE,FALSE,11,4.73,0,33
995174,2023-12-14,West End,49.28837,-123.12766,Entire home/apt,4,2 baths,2,NA,30,FALSE,FALSE,15,4.6,0,33
1012385,2023-12-13,Mount Pleasant,49.25674175777474,-123.08739684561344,Entire home/apt,2,1.5 baths,1,$84.00,2,TRUE,FALSE,364,4.79,145,1
1015935,2023-12-13,Downtown Eastside,49.2804,-123.08908,Entire home/apt,2,1 bath,1,$125.00,30,TRUE,FALSE,217,4.8,112,3
1021607,2023-12-14,Downtown,49.27747,-123.12098,Entire home/apt,2,1 bath,2,$70.00,30,FALSE,FALSE,110,4.85,49,1
1032892,2023-12-13,Grandview-Woodland,49.27241,-123.06332,Private room,2,1 private bath,1,$125.00,2,TRUE,FALSE,131,4.85,155,1
1061895,2023-12-13,Renfrew-Collingwood,49.24166,-123.0407,Private room,1,1.5 baths,1,$86.00,2,TRUE,FALSE,86,4.73,12,1
1092176,2023-12-14,West End,49.2843,-123.13119,Entire home/apt,2,1 bath,2,$200.00,3,FALSE,FALSE,55,4.6,32,2
1109821,2023-12-14,West End,49.29258,-123.13446,Entire home/apt,2,1 bath,1,NA,365,FALSE,FALSE,11,4.45,0,33
1113551,2023-12-14,Kitsilano,49.26110076904297,-123.1595458984375,Entire home/apt,8,2 baths,6,$780.00,7,FALSE,TRUE,48,4.85,110,1
1118858,2023-12-14,West End,49.28239,-123.13021,Private room,2,1 private bath,1,$75.00,30,FALSE,FALSE,61,4.55,360,4
1141457,2023-12-13,Downtown Eastside,49.27925,-123.08814,Entire home/apt,4,1 bath,2,$103.00,3,FALSE,FALSE,330,4.73,200,1
1178149,2023-12-14,Hastings-Sunrise,49.26957,-123.04828,Entire home/apt,2,1 bath,1,$114.00,3,TRUE,FALSE,83,4.92,172,1
1187929,2023-12-14,Kensington-Cedar Cottage,49.24965,-123.07027,Entire home/apt,4,2 baths,2,$199.00,5,TRUE,FALSE,122,4.85,45,1
1191143,2023-12-14,Kitsilano,49.26716,-123.17653,Entire home/apt,5,1.5 baths,3,$300.00,6,TRUE,FALSE,16,4.75,102,2
1214617,2023-12-14,Grandview-Woodland,49.26731,-123.06909,Entire home/apt,4,1 bath,2,$179.00,3,TRUE,FALSE,246,4.87,114,1
1223989,2023-12-14,Downtown,49.27843,-123.12901,Entire home/apt,2,1 bath,1,NA,90,FALSE,FALSE,99,4.85,0,1
1229506,2023-12-14,Grandview-Woodland,49.26596,-123.06844,Entire home/apt,6,2.5 baths,3,$520.00,3,FALSE,FALSE,14,4.92,337,1
1273760,2023-12-14,Downtown,49.28478,-123.1192,Private room,4,1 private bath,2,$183.00,2,TRUE,FALSE,583,4.86,301,2
1291394,2023-12-13,Kitsilano,49.26889,-123.18543,Entire home/apt,6,2 baths,4,$150.00,30,TRUE,FALSE,43,4.88,225,2
1309315,2023-12-14,Mount Pleasant,49.26719,-123.10982,Entire home/apt,6,3 baths,4,NA,5,FALSE,FALSE,7,4.29,0,1
1316477,2023-12-14,Downtown,49.27859,-123.11993,Entire home/apt,2,1 bath,1,NA,90,FALSE,FALSE,7,4.86,0,33
1343411,2023-12-14,Downtown Eastside,49.27627,-123.10013,Entire home/apt,2,1 bath,1,NA,1,FALSE,FALSE,54,4.7,0,1
1343519,2023-12-14,West End,49.282470000000004,-123.13068,Private room,2,1 private bath,1,$75.00,30,FALSE,FALSE,71,4.48,365,4
1360765,2023-12-14,Downtown,49.284,-123.11432,Entire home/apt,2,1 bath,1,$110.00,30,FALSE,TRUE,122,4.76,275,3
1365609,2023-12-14,West End,49.27932,-123.12911,Entire home/apt,2,1 bath,1,$123.00,4,TRUE,FALSE,187,4.89,57,1
1393599,2023-12-13,Downtown,49.27393,-123.10069,Entire home/apt,3,2 baths,2,$250.00,30,FALSE,FALSE,1,5,180,1
1399744,2023-12-13,Mount Pleasant,49.26964,-123.11064,Entire home/apt,6,2 baths,4,$450.00,30,FALSE,FALSE,13,4.77,182,1
1502887,2023-12-14,Downtown,49.29014,-123.12716,Entire home/apt,3,2 baths,2,NA,180,FALSE,FALSE,5,4.8,0,33
1507975,2023-12-14,Riley Park,49.24882,-123.09121,Private room,2,1 private bath,1,$81.00,3,FALSE,FALSE,342,4.72,0,1
1525113,2023-12-14,West End,49.29101,-123.14085,Entire home/apt,2,1 bath,1,$70.00,30,FALSE,FALSE,18,4.5,42,33
1610084,2023-12-13,Kensington-Cedar Cottage,49.259355585297335,-123.06131358343916,Entire home/apt,4,1 bath,2,$183.00,2,TRUE,TRUE,189,4.88,311,1
1623556,2023-12-13,Riley Park,49.25259,-123.09292,Entire home/apt,4,1 bath,2,$110.00,3,FALSE,FALSE,338,4.66,148,1
1629480,2023-12-13,Riley Park,49.25225,-123.10756,Entire home/apt,2,1 bath,1,$80.00,30,TRUE,FALSE,143,4.82,118,1
1657214,2023-12-14,Downtown Eastside,49.28167,-123.10984,Entire home/apt,2,2 baths,2,$250.00,30,FALSE,FALSE,6,5,166,1
1703616,2023-12-13,Kitsilano,49.26548,-123.14579,Entire home/apt,4,1.5 baths,1,$130.00,30,FALSE,FALSE,3,4.33,365,1
1717967,2023-12-13,Riley Park,49.24778,-123.09867,Entire home/apt,4,1 bath,2,$150.00,2,TRUE,FALSE,357,4.92,166,1
1733307,2023-12-14,Downtown,49.27781,-123.10637,Entire home/apt,5,1 bath,3,$199.00,1,TRUE,TRUE,152,4.85,9,1
1768817,2023-12-14,Riley Park,49.24489,-123.10302,Entire home/apt,2,1 bath,1,$95.00,30,TRUE,FALSE,72,4.9,318,1
1820919,2023-12-14,Mount Pleasant,49.2585,-123.11479,Entire home/apt,5,2.5 baths,3,$395.00,2,TRUE,FALSE,88,4.94,9,1
1830733,2023-12-13,Downtown Eastside,49.27866,-123.08627,Entire home/apt,2,1 bath,1,$150.00,2,TRUE,FALSE,269,4.9,165,4
1850984,2023-12-14,Strathcona,49.26772,-123.0975,Entire home/apt,4,1 bath,2,NA,4,FALSE,FALSE,36,4.81,0,1
1869071,2023-12-14,Downtown,49.28216,-123.12438,Entire home/apt,2,1 bath,1,$83.00,30,FALSE,FALSE,5,4,0,33
1898584,2023-12-14,Downtown,49.27915,-123.10642,Entire home/apt,2,1 bath,1,$82.00,90,FALSE,FALSE,37,4.76,75,1
1932171,2023-12-14,Grandview-Woodland,49.26861,-123.06666,Entire home/apt,2,1 bath,1,NA,31,FALSE,FALSE,11,4.64,0,1
1936740,2023-12-13,Shaughnessy,49.25646,-123.14563,Entire home/apt,2,1 bath,1,$100.00,30,FALSE,FALSE,0,NA,364,1
1962072,2023-12-14,Mount Pleasant,49.26,-123.10807,Entire home/apt,4,2.5 baths,NA,$200.00,31,FALSE,FALSE,1,5,144,1
1995592,2023-12-13,Kitsilano,49.263252,-123.164825,Private room,4,1 private bath,4,$110.00,2,TRUE,FALSE,346,4.62,78,1
2003897,2023-12-13,Fairview,49.26263,-123.11627,Entire home/apt,2,1 bath,1,$130.00,120,FALSE,FALSE,2,5,72,1
2011559,2023-12-14,Kitsilano,49.26057,-123.15881,Entire home/apt,6,3 baths,4,$594.00,5,FALSE,FALSE,43,4.91,49,1
2033952,2023-12-14,Kitsilano,49.26715,-123.15325,Entire home/apt,2,1 bath,1,NA,2,FALSE,FALSE,6,4.67,0,1
2041582,2023-12-13,Kitsilano,49.2753,-123.14721,Entire home/apt,4,1 bath,2,$125.00,30,TRUE,FALSE,253,4.96,314,1
2042431,2023-12-14,Downtown,49.28005,-123.11659,Entire home/apt,3,1 bath,2,$135.00,30,TRUE,FALSE,139,4.9,195,2
2046259,2023-12-14,Riley Park,49.23573,-123.10819,Entire home/apt,4,1 bath,2,NA,1,FALSE,TRUE,7,4.43,0,4
2056676,2023-12-13,Downtown,49.27393,-123.11599,Entire home/apt,4,1 bath,2,$110.00,30,FALSE,FALSE,95,4.47,350,3
2084273,2023-12-13,Renfrew-Collingwood,49.24976,-123.03547,Private room,1,1.5 baths,1,$85.00,31,FALSE,FALSE,46,4.85,194,5
2092610,2023-12-13,Mount Pleasant,49.2655,-123.0969,Entire home/apt,2,1 bath,1,$125.00,30,TRUE,FALSE,46,4.74,343,2
2106364,2023-12-13,Renfrew-Collingwood,49.24958,-123.0359,Private room,1,1.5 baths,1,$75.00,31,FALSE,FALSE,35,4.77,249,5
2163742,2023-12-13,Kensington-Cedar Cottage,49.26199,-123.07408,Private room,2,1 shared bath,1,$78.00,2,FALSE,FALSE,132,4.8,170,1
2168943,2023-12-14,Fairview,49.25972,-123.14269,Entire home/apt,4,2 baths,2,NA,7,FALSE,FALSE,14,4.93,0,1
2183209,2023-12-13,Kitsilano,49.26597,-123.15633,Entire home/apt,2,1 bath,1,$200.00,30,FALSE,TRUE,135,4.73,365,1
2198419,2023-12-14,Downtown,49.2773,-123.12294,Entire home/apt,3,1 bath,2,$115.00,180,FALSE,FALSE,142,4.94,257,1
2216062,2023-12-13,West Point Grey,49.26992,-123.18596,Entire home/apt,4,1 bath,3,$99.00,28,TRUE,FALSE,66,4.97,80,1
2273714,2023-12-14,Grandview-Woodland,49.27228,-123.06946,Entire home/apt,2,1.5 baths,1,$180.00,3,FALSE,FALSE,40,4.8,73,1
2282114,2023-12-14,Dunbar Southlands,49.23792,-123.18224,Entire home/apt,8,2.5 baths,4,$750.00,7,FALSE,FALSE,23,5,217,1
2365994,2023-12-14,West End,49.28298,-123.12339,Entire home/apt,2,1 bath,1,$150.00,30,FALSE,FALSE,96,4.84,0,1
2430682,2023-12-13,Kitsilano,49.27104,-123.14994,Entire home/apt,4,1 bath,2,$219.00,3,FALSE,FALSE,94,4.68,16,1
2454353,2023-12-13,Kensington-Cedar Cottage,49.23748,-123.08735,Entire home/apt,3,1 bath,2,$160.00,3,FALSE,FALSE,183,4.97,163,1
2472791,2023-12-14,Kitsilano,49.27075,-123.1541,Entire home/apt,2,1 bath,1,$195.00,5,TRUE,FALSE,20,4.8,67,1
2493042,2023-12-14,Fairview,49.26254,-123.13054,Entire home/apt,2,1 bath,1,$133.00,30,FALSE,FALSE,1,5,0,1
2502137,2023-12-14,Mount Pleasant,49.25877,-123.08299,Entire home/apt,2,1 bath,1,$90.00,30,TRUE,TRUE,53,4.94,332,1
2521520,2023-12-14,Killarney,49.21083,-123.04264,Entire home/apt,4,1 bath,1,$163.00,30,FALSE,FALSE,16,4.44,365,1
2532975,2023-12-13,Hastings-Sunrise,49.28586959838867,-123.05322265625,Entire home/apt,4,1 bath,2,$199.00,3,FALSE,FALSE,46,4.78,335,1
2576878,2023-12-13,Fairview,49.25865,-123.12294,Entire home/apt,2,1 bath,1,$106.00,30,TRUE,FALSE,8,4.88,255,3
2592307,2023-12-13,South Cambie,49.25222,-123.1186,Entire home/apt,2,1 bath,2,$112.00,2,TRUE,TRUE,710,4.92,112,1
2644110,2023-12-14,Grandview-Woodland,49.28545,-123.06435,Entire home/apt,3,1 bath,1,NA,6,FALSE,FALSE,22,4.86,0,1
2653578,2023-12-14,Downtown,49.28044,-123.12496,Entire home/apt,4,1 bath,2,$124.00,1,FALSE,TRUE,408,4.71,0,1
2658803,2023-12-14,West End,49.28169,-123.12628,Entire home/apt,4,1 bath,2,NA,30,FALSE,FALSE,19,4.53,0,33
2669445,2023-12-13,West Point Grey,49.27109,-123.2088,Entire home/apt,2,1 bath,1,$94.00,30,FALSE,FALSE,13,4.77,365,1
2675179,2023-12-13,Kitsilano,49.27512,-123.15131,Entire home/apt,4,2 baths,2,$295.00,30,TRUE,FALSE,102,4.95,226,1
2709965,2023-12-14,Kensington-Cedar Cottage,49.25572,-123.06554,Private room,2,1 shared bath,1,NA,1,FALSE,TRUE,106,4.45,0,1
2710628,2023-12-14,Hastings-Sunrise,49.26523149806469,-123.03565216064452,Entire home/apt,2,1 bath,1,$124.00,1,TRUE,FALSE,21,4.9,322,1
2730555,2023-12-13,Mount Pleasant,49.26536,-123.09943,Entire home/apt,2,1 bath,1,$190.00,3,TRUE,FALSE,138,4.93,90,1
2764812,2023-12-14,Downtown,49.27992,-123.12658,Entire home/apt,6,2 baths,4,$244.00,1,TRUE,FALSE,173,4.86,171,1
2812038,2023-12-13,Mount Pleasant,49.25665,-123.10039,Entire home/apt,4,1 bath,2,$168.00,1,TRUE,TRUE,215,4.93,96,1
2831971,2023-12-14,Grandview-Woodland,49.27465,-123.0669,Entire home/apt,3,1 bath,2,$60.00,30,FALSE,FALSE,2,5,347,1
2836478,2023-12-14,Downtown,49.27293,-123.12547000000001,Entire home/apt,4,2 baths,3,NA,90,FALSE,FALSE,3,5,0,1
2847310,2023-12-14,Downtown Eastside,49.282470000000004,-123.10342,Entire home/apt,2,1 bath,1,$241.00,2,TRUE,FALSE,458,4.95,209,1
2876573,2023-12-14,Downtown,49.28945,-123.12665,Entire home/apt,2,1 bath,1,$163.00,30,FALSE,FALSE,0,NA,364,1
2944104,2023-12-14,Downtown,49.27795,-123.11734,Entire home/apt,2,1 bath,1,$110.00,30,FALSE,FALSE,101,4.63,248,3
2958786,2023-12-13,West End,49.29314,-123.13535,Private room,1,1 bath,1,$117.00,2,TRUE,FALSE,403,4.8,70,1
2966088,2023-12-14,Kensington-Cedar Cottage,49.247898,-123.082802,Entire home/apt,6,2 baths,4,$209.00,30,TRUE,FALSE,51,4.71,350,2
2985232,2023-12-14,West Point Grey,49.26338,-123.18966,Entire home/apt,3,2.5 baths,2,NA,7,FALSE,FALSE,11,4.91,0,1
2988185,2023-12-14,West End,49.28884,-123.13288,Entire home/apt,4,1 bath,3,$98.00,30,FALSE,FALSE,5,4.8,25,33
2988465,2023-12-14,West End,49.28748,-123.1289,Entire home/apt,2,1 bath,1,$87.00,30,FALSE,FALSE,7,5,38,33
2997414,2023-12-14,Strathcona,49.27629,-123.09888,Entire home/apt,4,2 baths,2,NA,30,TRUE,FALSE,8,4.88,0,1
3018758,2023-12-14,Hastings-Sunrise,49.28006,-123.05409,Entire home/apt,6,2.5 baths,5,NA,3,FALSE,FALSE,2,5,0,1
3040736,2023-12-14,Downtown,49.2796,-123.12152,Entire home/apt,2,1 bath,1,NA,32,FALSE,FALSE,0,NA,0,33
3068198,2023-12-14,Kitsilano,49.26682,-123.15312,Entire home/apt,3,1 bath,2,NA,4,FALSE,FALSE,1,5,0,1
3093219,2023-12-14,Kitsilano,49.2669,-123.18107,Entire home/apt,6,2 baths,3,$425.00,2,FALSE,FALSE,20,5,10,1
3100878,2023-12-14,Downtown,49.27622,-123.12585,Entire home/apt,2,1 bath,NA,$115.00,30,FALSE,FALSE,3,5,272,1
3124378,2023-12-14,Downtown,49.27511,-123.12679,Entire home/apt,2,1 bath,1,NA,31,FALSE,FALSE,5,5,0,33
3130486,2023-12-13,Mount Pleasant,49.26731,-123.09774,Entire home/apt,2,1 bath,1,$139.00,3,TRUE,FALSE,123,4.81,14,2
3133244,2023-12-14,West End,49.27917,-123.1337,Entire home/apt,2,1 bath,1,$200.00,30,FALSE,FALSE,76,4.58,0,1
3138351,2023-12-13,Renfrew-Collingwood,49.24187,-123.03668,Private room,2,1 shared bath,1,$50.00,7,FALSE,FALSE,46,4.63,29,2
3142563,2023-12-14,Kitsilano,49.26366,-123.18138,Entire home/apt,2,1 bath,1,$110.00,1,TRUE,FALSE,210,4.9,0,1
3158555,2023-12-13,Hastings-Sunrise,49.2785,-123.05217,Entire home/apt,2,1 bath,1,$80.00,2,FALSE,FALSE,199,4.82,0,1
3158923,2023-12-14,Grandview-Woodland,49.26802,-123.07374,Entire home/apt,6,1 bath,3,NA,2,FALSE,FALSE,0,NA,0,1
3168686,2023-12-14,Downtown Eastside,49.2839,-123.10111,Entire home/apt,4,1 bath,2,$188.00,1,TRUE,FALSE,64,4.77,9,2
3177610,2023-12-14,Downtown,49.27914,-123.12016,Entire home/apt,4,1.5 baths,2,$400.00,30,FALSE,FALSE,24,4.96,179,1
3183304,2023-12-13,Renfrew-Collingwood,49.24348,-123.03844,Private room,2,1 shared bath,1,$40.00,30,FALSE,FALSE,50,4.62,89,2
3194330,2023-12-14,Grandview-Woodland,49.26989254514103,-123.0654059540458,Entire home/apt,3,1 bath,3,$95.00,30,FALSE,FALSE,1,5,270,1
3215295,2023-12-13,Riley Park,49.2498,-123.10378,Entire home/apt,2,1 bath,1,$120.00,30,TRUE,FALSE,54,4.87,354,1
3230030,2023-12-14,Downtown,49.28875,-123.12417,Entire home/apt,2,1 bath,1,NA,30,FALSE,FALSE,6,5,0,33
